id,accounting,amusement_park,aquarium,art_gallery,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,fire_station,florist,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,police,post_office,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo
nyu_2451_34572.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.150,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,5,0,0,0,0,0,1,0,3,0,0,2,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
nyu_2451_34572.151,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,8,0,1,2,0,8,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0
nyu_2451_34572.152,0,0,0,0,1,1,5,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,3,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
nyu_2451_34572.153,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,4,0,6,1,0,1,0,0,0,2,0,0,2,0,2,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
nyu_2451_34572.154,0,0,0,0,1,1,2,0,0,0,0,0,1,0,3,1,0,0,0,3,0,0,0,0,8,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nyu_2451_34572.155,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
nyu_2451_34572.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.157,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,1,0,1,1,2,1,0,1,0,3,0,0,0,5,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.158,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,6,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
nyu_2451_34572.159,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,4,4,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
nyu_2451_34572.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.160,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
nyu_2451_34572.161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,4,0,0,0,0,0,0,0,0,1,2,0,2,0,1,5,0,0,0,0,2,0,3,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
nyu_2451_34572.162,1,0,0,0,2,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,4,0,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
nyu_2451_34572.163,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
nyu_2451_34572.164,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.165,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
nyu_2451_34572.166,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.167,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,2,1,1,3,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
nyu_2451_34572.168,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.169,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,2,0,0,1,0,0,1,0,1,0,3,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
nyu_2451_34572.17,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,11,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0
nyu_2451_34572.170,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,1,1,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.171,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
nyu_2451_34572.172,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0
nyu_2451_34572.173,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
nyu_2451_34572.174,0,0,0,0,1,2,2,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,2,0,3,1,0,3,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.175,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,1,1,0,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
nyu_2451_34572.176,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,12,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,18,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.178,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,1,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.179,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,2,1,0,2,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
nyu_2451_34572.18,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.180,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0,0,0
nyu_2451_34572.181,2,0,0,0,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
nyu_2451_34572.182,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,2,0,4,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
nyu_2451_34572.183,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.184,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
nyu_2451_34572.185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
nyu_2451_34572.186,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
nyu_2451_34572.187,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
nyu_2451_34572.188,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nyu_2451_34572.189,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,2,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,3,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.190,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
nyu_2451_34572.191,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,0,0,0,4,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
nyu_2451_34572.192,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,1,0,0,1,1,0,2,1,1,4,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0
nyu_2451_34572.193,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,7,0,0,1,0,0,0,0,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
nyu_2451_34572.194,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.195,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,1,0,3,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.196,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0
nyu_2451_34572.197,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,8,0,0,1,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
nyu_2451_34572.198,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.199,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,2,0,5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
nyu_2451_34572.200,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
nyu_2451_34572.201,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,4,0,0,1,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
nyu_2451_34572.202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyu_2451_34572.203,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
nyu_2451_34572.204,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
